stop_pattern_id,stop_id,stop_sequence,timepoint
852_0,8058,25,0
852_0,8057,26,0
852_0,8055,27,0
852_0,8054,28,0
852_0,8053,29,0
852_0,8052,30,1
852_1,9051,0,1
852_1,9052,1,0
852_1,9053,2,0
852_1,9054,3,0
852_1,9055,4,0
852_1,9056,5,0
852_1,9057,6,0
852_1,9058,7,0
852_1,9059,8,0
852_1,9060,9,0
852_1,9061,10,0
852_1,9062,11,0
852_1,9063,12,0
852_1,9064,13,0
852_1,8064,14,0
852_1,8074,15,0
852_1,8075,16,0
852_1,8077,17,0
852_1,8081,18,0
852_1,8079,19,0
852_1,8080,20,0
852_1,9113,21,0
852_1,9114,22,0
852_1,9115,23,0
852_1,9101,24,0
852_1,9102,25,0
852_1,8122,26,0
852_1,8120,27,1
852_1,8118,28,0
852_1,9135,29,1
852_1,9136,30,1
852_1,8165,31,0
852_1,8164,32,0
852_1,8163,33,0
852_1,8161,34,1
852_1,8159,35,1
852_1,8158,36,0
852_1,8156,37,1
852_1,8152,38,1
508_1,1566,0,1
508_1,1568,1,0
508_1,1570,2,0
508_1,1572,3,0
508_1,1574,4,0
508_1,1576,5,0
508_1,1578,6,0
508_1,1519,7,1
508_1,1596,8,1
508_1,1183,9,0
508_1,1177,10,1
28_1,7298,0,1
28_1,7297,1,0
28_1,7296,2,0
28_1,7295,3,0
28_1,7294,4,0
28_1,7293,5,0
28_1,7292,6,0
28_1,7291,7,0
28_1,7290,8,0
28_1,7289,9,0
28_1,7288,10,0
28_1,7287,11,0
28_1,7285,12,0
28_1,7284,13,0
28_1,7283,14,0
28_1,7282,15,0
28_1,7281,16,0
28_1,7036,17,1
28_1,7310,18,1
508_0,1177,0,1
508_0,1183,1,0
508_0,1500,2,0
508_0,1630,3,0
508_0,1517,4,0
508_0,1518,5,0
508_0,1520,6,0
508_0,1522,7,0
508_0,1524,8,0
508_0,1526,9,0
508_0,1528,10,0
508_0,1530,11,1
81_0,6010,0,1
81_0,7013,1,0
81_0,7012,2,0
81_0,5000,3,1
81_0,5002,4,0
81_0,5515,5,0
81_0,5006,6,0
81_0,5008,7,0
81_0,5010,8,0
81_0,5012,9,0
81_0,5014,10,0
81_0,5111,11,1
81_0,5112,12,0
81_0,5113,13,0
81_0,9099,14,0
81_0,9002,15,0
81_0,9003,16,0
81_0,9004,17,0
81_0,9005,18,1
81_0,9017,19,0
81_0,9018,20,0
81_0,9019,21,0
81_0,9020,22,0
81_0,9151,23,0
81_0,9152,24,0
81_0,9730,25,0
81_0,9731,26,0
81_0,9732,27,0
81_0,9733,28,0
81_0,9735,29,0
81_0,9736,30,0
81_0,9837,31,0
81_0,9838,32,1
81_0,9839,33,0
81_0,9840,34,0
81_0,9841,35,0
81_0,9842,36,0
81_0,9843,37,0
81_0,9844,38,0
81_0,9845,39,0
81_0,9846,40,0
81_0,9847,41,0
81_0,9848,42,0
81_0,9849,43,0
81_0,8862,44,0
81_0,9851,45,0
81_0,9852,46,0
81_0,9853,47,0
81_0,9854,48,0
81_0,9855,49,0
81_0,9856,50,0
81_0,9857,51,0
81_0,9858,52,1
81_1,8858,0,1
81_1,8857,1,0
81_1,8856,2,0
81_1,8855,3,0
81_1,8854,4,0
81_1,8853,5,0
81_1,8852,6,0
81_1,8851,7,0
81_1,8850,8,0
81_1,8849,9,0
81_1,8848,10,0
81_1,8847,11,0
81_1,8846,12,0
81_1,8845,13,0
81_1,8844,14,0
81_1,8843,15,0
81_1,8842,16,0
81_1,8841,17,0
81_1,8840,18,0
81_1,8839,19,0
81_1,8838,20,1
81_1,8737,21,0
81_1,8735,22,0
81_1,8734,23,0
81_1,8733,24,0
81_1,8732,25,0
81_1,8731,26,0
81_1,8730,27,0
81_1,8021,28,0
81_1,8020,29,0
81_1,8019,30,0
81_1,8018,31,0
81_1,8017,32,0
81_1,8006,33,0
81_1,8005,34,1
81_1,8004,35,0
81_1,9098,36,0
81_1,4113,37,0
81_1,5500,38,1
81_1,5502,39,0
81_1,5506,40,0
81_1,5508,41,0
81_1,5510,42,0
81_1,5513,43,0
81_1,5514,44,0
81_1,5516,45,1
81_1,6012,46,0
81_1,6013,47,0
81_1,6010,48,1
704_0,6011,0,1
704_0,5016,1,1
N2_0,5513,0,1
N2_0,5514,1,0
N2_0,5516,2,1
N2_0,6212,3,0
N2_0,6213,4,0
N2_0,6214,5,0
N2_0,6215,6,0
N2_0,6216,7,0
N2_0,6217,8,0
N2_0,6557,9,0
N2_0,6558,10,0
N2_0,6559,11,0
N2_0,6530,12,0
N2_0,6531,13,0
N2_0,6532,14,0
N2_0,6533,15,0
N2_0,6534,16,0
N2_0,6535,17,0
N2_0,6218,18,0
N2_0,6219,19,0
N2_0,6220,20,0
N2_0,6221,21,0
N2_0,6222,22,0
N2_0,6223,23,0
N2_0,6224,24,1
N2_0,6027,25,0
N2_0,6028,26,0
N2_0,6080,27,0
N2_0,6081,28,1
N2_0,6234,29,0
N2_0,6235,30,0
N2_0,6236,31,0
N2_0,7240,32,0
N2_0,7239,33,0
N2_0,7238,34,0
N2_0,6272,35,0
N2_0,6273,36,0
N2_0,6274,37,0
N2_0,7232,38,0
N2_0,6086,39,0
N2_0,6032,40,0
N2_0,6033,41,0
N2_0,6034,42,0
N2_0,6091,43,0
N2_0,6092,44,0
N2_0,6093,45,0
N2_0,6094,46,0
N2_0,6095,47,0
N2_0,6096,48,0
N2_0,6097,49,0
N2_0,6098,50,0
N2_0,6099,51,0
N2_0,7099,52,0
N2_0,7098,53,0
N2_0,7097,54,0
N2_0,7096,55,0
N2_0,7295,56,0
N2_0,7294,57,0
N2_0,7300,58,0
N2_0,7301,59,0
N2_0,6036,60,0
N2_0,6037,61,0
N2_0,6038,62,0
N2_0,6039,63,0
N2_0,6040,64,0
N2_0,6041,65,0
N2_0,6042,66,0
N2_0,7042,67,1
682_0,3808,0,1
682_0,3825,1,0
682_0,3839,2,1
682_0,3836,3,0
682_0,3000,4,0
682_0,3200,5,0
682_0,3202,6,0
682_0,3204,7,0
682_0,3206,8,0
682_0,3208,9,0
682_0,3210,10,0
682_0,3238,11,0
682_0,3240,12,0
682_0,3242,13,0
682_0,3244,14,0
682_0,3246,15,0
682_0,3080,16,1
201_0,1855,0,1
201_0,1856,1,0
201_0,1880,2,0
201_0,1881,3,0
201_0,1883,4,0
201_0,1885,5,0
201_0,1886,6,0
201_0,1890,7,1
201_0,1891,8,0
201_0,1892,9,0
201_0,1893,10,0
201_0,1894,11,0
201_0,1895,12,0
201_0,1897,13,0
201_0,1898,14,0
201_0,1899,15,0
201_0,1884,16,0
201_0,1951,17,0
201_0,1952,18,0
201_0,1954,19,0
201_0,1953,20,0
201_0,1855,21,1
935_1,8511,0,1
935_1,8510,1,0
935_1,8509,2,0
935_1,8508,3,0
935_1,8507,4,0
935_1,8506,5,0
935_1,8505,6,0
935_1,8504,7,0
935_1,8503,8,0
935_1,8502,9,0
935_1,8501,10,0
935_1,8584,11,0
935_1,8577,12,1
935_1,9559,13,1
935_1,9560,14,1
621_0,5112,0,1
621_0,4113,1,1
621_0,5102,2,1
621_0,5098,3,0
621_0,6212,4,0
621_0,6213,5,0
621_0,6214,6,0
621_0,6215,7,0
621_0,6216,8,0
621_0,6217,9,0
621_0,6218,10,0
621_0,6219,11,0
621_0,6220,12,0
621_0,6221,13,0
621_0,6222,14,0
621_0,6223,15,0
621_0,6224,16,0
621_0,6027,17,0
621_0,6028,18,0
621_0,6030,19,0
621_0,6031,20,0
621_0,6232,21,0
621_0,6234,22,0
621_0,6235,23,0
621_0,6236,24,0
621_0,6237,25,0
621_0,6238,26,0
621_0,6239,27,0
621_0,6240,28,0
621_0,6241,29,0
621_0,6242,30,0
621_0,6243,31,0
621_0,6244,32,0
621_0,6245,33,0
621_0,6246,34,1
935_0,9560,0,1
935_0,9559,1,1
935_0,9579,2,1
935_0,9583,3,0
935_0,9584,4,0
935_0,9501,5,0
935_0,9502,6,0
935_0,8511,7,1
935_0,8510,8,0
935_0,8509,9,0
935_0,8508,10,0
935_0,8507,11,0
935_0,8506,12,0
935_0,8505,13,0
935_0,8504,14,1
621_1,7247,0,1
621_1,7246,1,0
621_1,7245,2,0
621_1,7244,3,0
621_1,7242,4,0
621_1,7241,5,0
621_1,7240,6,0
621_1,7239,7,0
621_1,7238,8,0
621_1,7236,9,0
621_1,7235,10,0
621_1,7234,11,0
621_1,7232,12,0
621_1,6086,13,0
621_1,7031,14,0
621_1,7030,15,0
621_1,7028,16,0
621_1,7027,17,0
621_1,7224,18,0
621_1,7223,19,0
621_1,7222,20,0
621_1,7221,21,0
621_1,7220,22,0
621_1,7219,23,0
621_1,7218,24,0
621_1,7217,25,0
621_1,7216,26,0
621_1,7215,27,0
621_1,7214,28,0
621_1,7213,29,0
621_1,7212,30,0
621_1,5111,31,0
621_1,5112,32,1
621_1,4113,33,1
621_1,5102,34,1
20_0,5516,0,1
20_0,6562,1,0
20_0,6563,2,0
20_0,6564,3,0
20_0,6565,4,0
20_0,6566,5,0
20_0,6567,6,0
20_0,6568,7,0
20_0,6569,8,0
20_0,6570,9,0
20_0,6571,10,0
20_0,7575,11,1
20_0,6572,12,0
20_0,6023,13,0
20_0,6024,14,0
20_0,6025,15,0
20_0,6026,16,0
20_0,6224,17,1
742_1,6081,0,1
742_1,7274,1,0
742_1,7272,2,0
742_1,7271,3,0
742_1,7270,4,0
742_1,7269,5,0
742_1,7268,6,0
742_1,7267,7,0
742_1,7266,8,0
742_1,7265,9,0
742_1,7264,10,0
742_1,7263,11,0
742_1,7261,12,1
742_1,7260,13,0
742_1,7259,14,0
742_1,7258,15,0
742_1,7257,16,0
742_1,7256,17,0
742_1,7255,18,0
742_1,7253,19,0
742_1,7252,20,0
742_1,7251,21,0
742_1,7028,22,0
742_1,7027,23,0
742_1,7026,24,1
742_1,7025,25,0
742_1,7024,26,0
742_1,7023,27,0
742_1,7022,28,0
742_1,7021,29,0
742_1,7020,30,0
742_1,7019,31,0
742_1,7018,32,0
742_1,7017,33,0
742_1,7016,34,0
742_1,7015,35,0
742_1,7014,36,1
742_1,6008,37,1
262_1,1148,0,1
262_1,1150,1,0
262_1,1152,2,0
262_1,1154,3,0
262_1,1156,4,0
262_1,1158,5,0
262_1,1160,6,0
262_1,1162,7,0
262_1,1164,8,0
262_1,1166,9,0
262_1,1168,10,0
262_1,1170,11,0
262_1,1172,12,0
262_1,1174,13,0
262_1,1176,14,0
262_1,1180,15,1
262_1,1182,16,0
262_1,1184,17,0
262_1,1186,18,0
262_1,1188,19,0
262_1,1190,20,0
262_1,1192,21,0
262_1,1194,22,0
262_1,1001,23,1
742_0,6008,0,1
742_0,6010,1,1
742_0,6014,2,0
742_0,6015,3,0
742_0,6016,4,0
742_0,6055,5,0
742_0,6019,6,0
742_0,6021,7,0
742_0,6022,8,0
742_0,6023,9,0
742_0,6024,10,0
742_0,6025,11,0
742_0,6026,12,0
742_0,6224,13,0
742_0,6027,14,0
742_0,6028,15,0
742_0,6251,16,0
742_0,6252,17,0
742_0,6253,18,0
742_0,6254,19,0
742_0,6255,20,0
742_0,6256,21,0
742_0,6257,22,0
742_0,6258,23,0
742_0,6259,24,0
742_0,6260,25,0
742_0,6261,26,0
742_0,6262,27,0
742_0,6263,28,0
742_0,6264,29,0
742_0,6265,30,0
742_0,6266,31,0
742_0,6267,32,0
742_0,6268,33,0
742_0,6269,34,0
742_0,6270,35,0
742_0,6271,36,0
742_0,6272,37,0
742_0,6273,38,0
742_0,6274,39,0
742_0,7083,40,1
667_0,5328,0,1
667_0,5329,1,0
667_0,5330,2,0
667_0,5331,3,0
667_0,5332,4,0
667_0,4332,5,1
667_0,4331,6,0
667_0,5341,7,0
667_0,5342,8,0
667_0,5343,9,0
667_0,5344,10,0
667_0,5345,11,0
667_0,5346,12,0
667_0,5347,13,0
667_0,5348,14,0
667_0,5349,15,0
667_0,5350,16,0
667_0,5351,17,0
667_0,4352,18,1
667_1,4352,0,1
667_1,4351,1,0
667_1,4350,2,0
667_1,4349,3,0
667_1,4348,4,0
667_1,4347,5,0
667_1,4346,6,0
667_1,4345,7,0
667_1,4344,8,0
667_1,4343,9,0
667_1,4342,10,0
667_1,4341,11,0
667_1,5328,12,0
667_1,5329,13,0
667_1,5330,14,0
667_1,5331,15,0
667_1,5332,16,0
667_1,4332,17,1
39_1,6960,0,1
39_1,6133,1,0
39_1,6134,2,0
39_1,7157,3,0
39_1,7156,4,0
39_1,7155,5,0
39_1,7153,6,1
39_1,6100,7,0
39_1,6101,8,0
39_1,6140,9,0
39_1,6141,10,0
39_1,6142,11,0
39_1,6143,12,0
39_1,6144,13,0
39_1,6145,14,0
39_1,6146,15,0
39_1,7796,16,0
39_1,7795,17,0
39_1,7794,18,0
39_1,7793,19,0
39_1,7792,20,0
39_1,7791,21,0
39_1,7718,22,1
39_1,7716,23,0
39_1,7715,24,0
39_1,7714,25,0
39_1,7713,26,0
39_1,7712,27,0
39_1,7711,28,0
39_1,7709,29,0
39_1,7708,30,0
39_1,5008,31,0
39_1,5010,32,0
39_1,5012,33,0
39_1,5011,34,0
39_1,5016,35,1
300_1,2790,0,1
300_1,2702,1,0
300_1,2142,2,0
300_1,2144,3,0
300_1,2146,4,0
300_1,2148,5,0
300_1,2150,6,0
300_1,2152,7,0
300_1,2154,8,0
300_1,2156,9,0
300_1,2158,10,0
300_1,2160,11,0
300_1,2162,12,0
300_1,2164,13,0
300_1,2166,14,0
300_1,2168,15,0
300_1,2170,16,0
300_1,2172,17,0
300_1,2174,18,0
300_1,2176,19,0
300_1,2178,20,0
300_1,2005,21,0
300_1,2006,22,0
300_1,2008,23,0
300_1,2800,24,0
300_1,2802,25,0
300_1,2804,26,0
300_1,2806,27,0
300_1,2808,28,0
300_1,2810,29,0
300_1,2812,30,0
300_1,2814,31,0
300_1,2816,32,0
300_1,2906,33,0
300_1,2908,34,0
300_1,2910,35,0
300_1,2911,36,0
300_1,2842,37,1
300_0,2842,0,1
300_0,2913,1,0
300_0,2950,2,0
300_0,2952,3,0
300_0,2866,4,0
300_0,2868,5,0
300_0,2870,6,0
300_0,2872,7,0
300_0,2874,8,0
300_0,2876,9,0
300_0,2878,10,0
300_0,2880,11,0
300_0,2028,12,1
300_0,2030,13,0
300_0,2100,14,0
300_0,2102,15,0
300_0,2104,16,0
300_0,2105,17,0
300_0,2106,18,0
300_0,2108,19,0
300_0,2110,20,0
300_0,2112,21,0
300_0,2114,22,0
300_0,2116,23,0
300_0,2118,24,0
300_0,2120,25,0
300_0,2122,26,0
300_0,2124,27,1
300_0,2126,28,0
300_0,2128,29,0
300_0,2778,30,0
300_0,2780,31,0
300_0,2790,32,1
764_1,4332,0,1
764_1,4331,1,0
764_1,4330,2,0
764_1,4329,3,0
764_1,4328,4,0
764_1,4327,5,0
764_1,4326,6,0
764_1,4325,7,0
764_1,4324,8,0
764_1,4323,9,0
764_1,4322,10,0
764_1,4321,11,0
764_1,4320,12,0
764_1,4319,13,0
764_1,4317,14,0
764_1,4316,15,0
764_1,4315,16,0
764_1,4314,17,0
764_1,4313,18,0
764_1,4312,19,0
764_1,4311,20,0
764_1,5098,21,0
764_1,6012,22,0
764_1,6013,23,0
764_1,6010,24,1
154_0,9001,0,1
154_0,9090,1,0
154_0,9092,2,0
154_0,9093,3,0
154_0,8099,4,1
154_0,8094,5,0
154_0,8098,6,0
154_0,8097,7,0
154_0,8096,8,1
154_0,8093,9,0
154_0,8091,10,0
154_0,8092,11,0
154_0,8090,12,0
154_0,8003,13,0
154_0,8002,14,0
154_0,9001,15,1
154_0,8120,16,1
154_0,9135,17,1
154_0,9136,18,1
154_0,8152,19,1
154_0,8161,20,1
154_0,9197,21,1
154_0,9199,22,1
39_0,6000,0,1
39_0,5502,1,0
39_0,5506,2,0
39_0,5508,3,0
39_0,5510,4,0
39_0,6708,5,0
39_0,6710,6,0
39_0,6711,7,0
39_0,6712,8,0
39_0,6713,9,0
39_0,6714,10,0
39_0,6715,11,0
39_0,6716,12,0
39_0,6718,13,0
39_0,6719,14,1
39_0,6791,15,0
39_0,6792,16,0
39_0,6793,17,0
39_0,6794,18,0
39_0,6796,19,0
39_0,7146,20,0
39_0,7145,21,0
39_0,7144,22,0
39_0,7143,23,0
39_0,7142,24,0
39_0,7141,25,0
39_0,7140,26,0
39_0,7101,27,0
39_0,7100,28,0
39_0,6153,29,1
39_0,6155,30,0
39_0,6156,31,0
39_0,6157,32,0
39_0,6960,33,1
421_0,3938,0,1
421_0,2100,1,0
421_0,2102,2,0
421_0,2104,3,0
421_0,2105,4,0
421_0,2106,5,0
421_0,2108,6,0
421_0,2316,7,0
421_0,2318,8,0
421_0,2320,9,0
421_0,2324,10,0
421_0,2326,11,0
421_0,2328,12,0
421_0,2330,13,0
421_0,2332,14,0
421_0,2334,15,0
421_0,2336,16,0
421_0,2338,17,0
421_0,2340,18,0
421_0,2342,19,0
421_0,2112,20,0
421_0,2114,21,0
421_0,2116,22,0
421_0,2118,23,0
421_0,2120,24,0
421_0,2122,25,0
421_0,2124,26,0
421_0,2125,27,0
421_0,2126,28,0
421_0,2128,29,0
421_0,2130,30,0
421_0,2132,31,0
421_0,2134,32,0
421_0,2136,33,0
421_0,2138,34,0
421_0,2140,35,1
444_0,2032,0,1
444_0,2781,1,0
444_0,2500,2,0
444_0,2501,3,0
444_0,2503,4,0
444_0,2742,5,0
444_0,2521,6,0
444_0,2523,7,0
444_0,2610,8,0
444_0,2505,9,0
444_0,2612,10,0
444_0,2613,11,0
444_0,2616,12,0
444_0,2617,13,0
444_0,2511,14,0
444_0,2619,15,0
444_0,2531,16,0
444_0,2533,17,0
444_0,2515,18,0
444_0,2517,19,0
444_0,2529,20,1
715_1,7338,0,1
715_1,7337,1,0
715_1,7336,2,0
715_1,7334,3,0
715_1,7333,4,0
715_1,7332,5,0
715_1,7330,6,0
715_1,7328,7,0
715_1,7327,8,0
715_1,7224,9,0
715_1,7223,10,0
715_1,7222,11,0
715_1,7221,12,0
715_1,7220,13,0
715_1,7219,14,0
715_1,7218,15,0
715_1,7217,16,0
715_1,7216,17,0
715_1,7215,18,0
715_1,6008,19,1
715_1,6010,20,1
444_1,2529,0,1
444_1,2517,1,0
444_1,2515,2,0
444_1,2533,3,0
444_1,2531,4,0
444_1,2511,5,0
444_1,2511,6,1
444_1,2622,7,0
444_1,2623,8,0
444_1,2535,9,0
444_1,2627,10,0
444_1,2628,11,0
444_1,2629,12,0
444_1,2751,13,0
444_1,2503,14,0
444_1,2501,15,0
444_1,2596,16,0
444_1,2783,17,0
444_1,2032,18,1
429_0,2031,0,1
429_0,2786,1,0
429_0,2788,2,0
429_0,2789,3,0
429_0,2777,4,0
429_0,2771,5,0
429_0,2702,6,0
429_0,2142,7,0
429_0,2130,8,0
429_0,2132,9,0
429_0,2134,10,0
429_0,2136,11,0
429_0,2138,12,0
429_0,2140,13,0
429_0,2144,14,0
429_0,2704,15,0
429_0,2706,16,0
429_0,2530,17,1
753_0,6553,0,1
753_0,7223,1,0
753_0,7222,2,0
753_0,7221,3,0
753_0,7220,4,0
753_0,7219,5,0
753_0,7218,6,0
753_0,7217,7,0
753_0,7216,8,0
753_0,7215,9,0
753_0,7214,10,0
753_0,7213,11,0
753_0,7212,12,0
753_0,6509,13,0
753_0,5016,14,1
730_0,6008,0,1
730_0,6014,1,0
730_0,6015,2,0
730_0,6417,3,0
730_0,6418,4,0
730_0,6419,5,0
730_0,6125,6,0
730_0,6126,7,0
730_0,6127,8,0
730_0,6128,9,0
730_0,6129,10,0
730_0,6131,11,0
730_0,6132,12,0
730_0,6133,13,0
730_0,6134,14,0
730_0,6158,15,1
617_0,5102,0,1
617_0,4113,1,1
617_0,5311,2,1
617_0,5914,3,0
617_0,5915,4,0
617_0,5916,5,0
617_0,5917,6,0
617_0,5918,7,0
617_0,5319,8,0
617_0,5320,9,0
617_0,5321,10,0
617_0,5322,11,0
617_0,5323,12,0
617_0,5324,13,0
617_0,5325,14,0
617_0,5326,15,0
617_0,5327,16,0
617_0,5328,17,0
617_0,5329,18,0
617_0,5330,19,0
617_0,5331,20,0
617_0,5332,21,1
27_1,6730,0,1
27_1,6732,1,0
27_1,7755,2,0
27_1,7754,3,0
27_1,7753,4,0
27_1,7752,5,0
27_1,7751,6,0
27_1,7750,7,0
27_1,7749,8,0
27_1,7748,9,0
27_1,6746,10,1
27_1,7915,11,0
27_1,7914,12,0
27_1,7913,13,0
27_1,7912,14,0
27_1,7911,15,0
27_1,7910,16,0
27_1,5515,17,0
27_1,5006,18,0
27_1,5008,19,0
27_1,5010,20,0
27_1,5012,21,0
27_1,5011,22,0
27_1,5016,23,1
791_1,4332,0,1
791_1,4331,1,0
791_1,4330,2,0
791_1,4329,3,0
791_1,4328,4,0
791_1,4327,5,0
791_1,4326,6,0
791_1,4325,7,0
791_1,4324,8,0
791_1,4323,9,0
791_1,4322,10,0
791_1,4321,11,0
791_1,4320,12,0
791_1,4319,13,0
791_1,4918,14,0
791_1,4917,15,0
791_1,4916,16,0
791_1,4915,17,0
791_1,6906,18,0
791_1,6908,19,0
791_1,6909,20,0
791_1,7012,21,0
791_1,6212,22,0
791_1,6213,23,0
791_1,6214,24,0
791_1,6215,25,0
791_1,6216,26,0
791_1,6217,27,0
791_1,6218,28,0
791_1,6219,29,0
791_1,6220,30,0
791_1,6221,31,0
791_1,6553,32,1
791_1,6224,33,0
791_1,6027,34,0
791_1,6028,35,0
791_1,7035,36,1
27_0,6000,0,1
27_0,5502,1,0
27_0,5506,2,0
27_0,5508,3,0
27_0,5510,4,0
27_0,5513,5,0
27_0,6910,6,0
27_0,6911,7,0
27_0,6913,8,0
27_0,6914,9,0
27_0,6915,10,0
27_0,7746,11,1
27_0,6748,12,0
27_0,6749,13,0
27_0,6750,14,0
27_0,6751,15,0
27_0,6752,16,0
27_0,6753,17,0
27_0,6754,18,0
27_0,6755,19,0
27_0,7732,20,0
27_0,7731,21,0
27_0,7730,22,1
791_0,7035,0,1
791_0,7912,1,0
791_0,7911,2,0
791_0,7909,3,0
791_0,7908,4,0
791_0,7907,5,0
791_0,5914,6,0
791_0,5915,7,0
791_0,5916,8,0
791_0,5917,9,0
791_0,5918,10,0
791_0,5319,11,0
791_0,5320,12,0
791_0,5321,13,0
791_0,5322,14,0
791_0,5323,15,0
791_0,5324,16,0
791_0,5325,17,0
791_0,5326,18,0
791_0,5327,19,0
791_0,5328,20,0
791_0,5329,21,0
791_0,5330,22,0
791_0,5331,23,0
791_0,5332,24,1
251_0,1191,0,1
251_0,1194,1,0
251_0,1000,2,1
251_0,1002,3,1
251_0,1300,4,0
251_0,1302,5,0
251_0,1304,6,0
251_0,1423,7,0
251_0,1424,8,0
251_0,1468,9,0
251_0,1470,10,0
251_0,1472,11,0
251_0,1474,12,0
251_0,1477,13,0
251_0,1478,14,0
251_0,1410,15,1
251_0,1411,16,0
251_0,1412,17,0
251_0,1413,18,0
251_0,1414,19,0
251_0,1415,20,0
251_0,1416,21,0
251_0,1417,22,0
251_0,1418,23,0
251_0,1419,24,0
251_0,1420,25,0
251_0,1426,26,0
251_0,1425,27,1
776_0,6018,0,1
776_0,6941,1,0
776_0,6942,2,0
776_0,7944,3,0
776_0,7943,4,0
776_0,6124,5,0
776_0,6125,6,0
776_0,6126,7,0
776_0,6127,8,0
776_0,6128,9,0
776_0,6129,10,0
776_0,6131,11,0
776_0,6132,12,0
776_0,6133,13,0
776_0,6136,14,0
776_0,6137,15,0
776_0,6139,16,0
776_0,6101,17,0
776_0,6140,18,0
776_0,6141,19,0
776_0,6142,20,0
776_0,6143,21,0
776_0,6144,22,0
776_0,6145,23,0
776_0,6146,24,0
776_0,6147,25,0
776_0,6149,26,0
776_0,6150,27,0
776_0,6151,28,0
776_0,6152,29,0
776_0,6153,30,0
776_0,6155,31,0
776_0,6156,32,0
776_0,6157,33,1
874_0,8959,0,1
874_0,8952,1,0
874_0,9901,2,0
874_0,9902,3,0
874_0,9900,4,1
874_0,8972,5,1
874_0,9903,6,0
874_0,9904,7,0
874_0,9905,8,0
874_0,8985,9,0
874_0,8984,10,0
874_0,9961,11,0
874_0,9962,12,0
874_0,9963,13,0
874_0,9964,14,0
874_0,9965,15,0
874_0,9966,16,0
874_0,9967,17,0
874_0,9968,18,0
874_0,9969,19,0
874_0,9970,20,0
874_0,8971,21,0
874_0,8970,22,0
874_0,8969,23,0
874_0,8968,24,0
874_0,8967,25,0
874_0,9977,26,0
874_0,9978,27,0
874_0,9979,28,0
874_0,9980,29,0
874_0,9981,30,0
874_0,9982,31,0
874_0,9983,32,0
874_0,9984,33,0
874_0,9985,34,0
874_0,9906,35,0
874_0,9907,36,0
874_0,9908,37,0
874_0,9909,38,0
874_0,9910,39,0
874_0,9911,40,0
874_0,9912,41,0
874_0,9913,42,0
874_0,9915,43,0
874_0,9916,44,0
874_0,9917,45,0
874_0,9918,46,0
874_0,9919,47,0
874_0,9920,48,0
874_0,8921,49,1
874_1,8921,0,1
874_1,8920,1,0
874_1,8919,2,0
874_1,8918,3,0
874_1,9912,4,0
874_1,9913,5,0
874_1,9915,6,0
874_1,9916,7,0
874_1,9917,8,0
874_1,8911,9,0
874_1,8910,10,0
874_1,8909,11,0
874_1,8908,12,0
874_1,8907,13,0
874_1,8985,14,0
874_1,8984,15,0
874_1,8983,16,0
874_1,8982,17,0
874_1,8981,18,0
874_1,8980,19,0
874_1,8979,20,0
874_1,8978,21,0
874_1,8977,22,0
874_1,9967,23,0
874_1,9968,24,0
874_1,9969,25,0
874_1,9970,26,0
874_1,8971,27,0
874_1,8970,28,0
874_1,8969,29,0
874_1,8968,30,0
874_1,8967,31,0
874_1,8966,32,0
874_1,8965,33,0
874_1,8964,34,0
874_1,8963,35,0
874_1,8962,36,0
874_1,8961,37,0
874_1,8960,38,0
874_1,8973,39,0
874_1,8959,40,1
874_1,8972,41,1
874_1,9900,42,1
507_0,1177,0,1
507_0,1183,1,0
507_0,1500,2,1
507_1,1596,0,1
507_1,1183,1,0
507_1,1177,2,1
911_0,8120,0,1
911_0,9462,1,1
911_0,9463,2,0
911_0,9464,3,0
911_0,9465,4,0
911_0,9466,5,0
911_0,9567,6,0
911_0,9568,7,0
911_0,9569,8,0
911_0,9570,9,0
911_0,9571,10,0
911_0,9572,11,0
911_0,9573,12,0
911_0,9574,13,0
911_0,9575,14,0
911_0,8580,15,1
N1_0,5513,0,1
N1_0,5514,1,0
N1_0,5516,2,1
N1_0,6012,3,0
N1_0,6013,4,0
N1_0,6014,5,0
N1_0,6015,6,0
N1_0,6016,7,0
N1_0,6055,8,0
N1_0,6019,9,0
N1_0,6920,10,0
N1_0,6123,11,0
N1_0,6124,12,0
N1_0,6125,13,0
N1_0,6126,14,0
N1_0,6127,15,0
N1_0,6128,16,0
N1_0,6129,17,0
N1_0,6131,18,0
N1_0,6132,19,0
N1_0,6133,20,0
N1_0,6134,21,0
N1_0,6158,22,0
N1_0,7158,23,0
N1_0,7134,24,0
N1_0,7960,25,0
N1_0,7959,26,0
N1_0,7958,27,0
N1_0,7956,28,0
N1_0,6954,29,0
N1_0,7955,30,0
N1_0,7954,31,0
N1_0,7953,32,0
N1_0,7952,33,0
N1_0,7951,34,0
N1_0,7950,35,0
N1_0,7949,36,0
N1_0,7948,37,0
N1_0,7939,38,0
N1_0,6931,39,0
N1_0,6932,40,0
N1_0,6933,41,0
N1_0,6934,42,0
N1_0,6935,43,0
N1_0,7338,44,0
N1_0,7337,45,0
N1_0,7336,46,0
N1_0,7334,47,0
N1_0,7333,48,0
N1_0,7332,49,0
N1_0,7330,50,0
N1_0,7328,51,0
N1_0,7327,52,0
N1_0,7026,53,0
N1_0,7025,54,0
N1_0,7024,55,0
N1_0,7023,56,0
N1_0,7022,57,0
N1_0,7021,58,0
