from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
WATE2,9165,2,0,HVL__0__3660__RAIL__Rail_MTuWThF-XHol,130__0__205__TZM__601__2__601__2
9150,MELL,2,240,145__1__112__TZM__417__1__417__1,MEL__1__5621__RAIL__Rail_MTuWThF-XHol
TAIT2,9251,2,0,HVL__0__3870__RAIL__Rail_SaSu+Hol,120__0__487__TZM__418__418
PORI2,2003,2,0,KPL__0__6428__RAIL__Rail_SaSu+Hol,226__0__415__TZM__308__1__308__1
4915,4915,2,0,21__1__446__NBM__205__4__205__4,22__1__446__NBM__13__2__13__2
3081,3081,2,120,19__0__401__TZM__212__1__212__1,1__1__412__TZM__213__1__213__1
8165,WATE1,2,0,130__1__104__TZM__602__2__602__2,HVL__1__4607__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__734__TZM__403__403,HVL__1__3851__RAIL__Rail_SaSu+Hol
3000,3000,2,120,1__0__441__TZM__210__1__210__1,19__0__421__TZM__107__1__107__1
8165,WATE1,2,0,150__1__154__TZM__601__2__601__2,HVL__1__3643__RAIL__Rail_MTuWThF-XHol
PARE,2600,2,240,KPL__0__6348__RAIL__Rail_MTuWThF-XHol,236__0__141__TZM__322__322
PARE,2600,2,240,KPL__0__6348__RAIL__Rail_MTuWThF-XHol,236__0__141__TZM__322__2__322__2
PARE,2600,2,240,KPL__0__6348__RAIL__Rail_MTuWThF-XHol,236__0__141__TZM__322__3__322__3
PARE,2600,2,240,KPL__0__6348__RAIL__Rail_MTuWThF-XHol,236__0__141__TZM__322__4__322__4
3000,3000,2,120,1__0__257__TZM__220__1__220__1,60__0__159__MNM__3042__3042
5915,5915,2,0,22__0__231__NBM__50__2__50__2,21__0__229__NBM__80__80
WATE2,9165,2,0,HVL__0__2616__RAIL__Rail_MTuWThF-XHol,130__0__107__TZM__415__2__415__2
TAIT2,9297,2,0,HVL__0__3616__RAIL__Rail_MTuWThF-XHol,121__0__129__TZM__424__424
8580,UPPE,2,240,111__0__403__TZM__502__1__502__1,HVL__1__3811__RAIL__Rail_SaSu+Hol
9525,TREN1,2,0,114__0__423__TZM__505__1__505__1,HVL__1__3857__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,160__1__112__TZM__615__615,HVL__1__2615__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,160__1__112__TZM__615__1__615__1,HVL__1__2615__RAIL__Rail_MTuWThF-XHol
UPPE,8579,2,240,HVL__0__3862__RAIL__Rail_SaSu+Hol,110__0__479__TZM__513__1__513__1
PORI2,2002,2,0,KPL__0__6440__RAIL__Rail_SaSu+Hol,236__0__411__TZM__306__1__306__1
WATE2,9140,2,0,HVL__0__3826__RAIL__Rail_SaSu+Hol,160__0__415__TZM__602__1__602__1
4915,4915,2,0,22__1__448__NBM__13__2__13__2,21__1__448__NBM__205__4__205__4
PARA2,1000,2,0,KPL__0__6320__RAIL__Rail_MTuWThF-XHol,260__0__127__UZM__24__4__24__4
WAIK,1501,2,240,KPL__0__6340__RAIL__Rail_MTuWThF-XHol,290__0__133__UZM__58__1__58__1
PETO2,9001,2,0,MEL__0__5616__RAIL__Rail_MTuWThF-XHol,150__0__117__TZM__416__1__416__1
PETO2,9001,2,0,HVL__0__2630__RAIL__Rail_MTuWThF-XHol,150__0__117__TZM__416__1__416__1
7720,7700,2,60,29__0__421__TZM__116__116,7__1__480__TZM__109__2__109__2
8140,WATE1,2,0,170__0__725__TZM__405__405,HVL__1__3863__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,170__0__455__TZM__601__1__601__1,HVL__1__3863__RAIL__Rail_SaSu+Hol
5915,5915,2,0,22__0__715__NBM__28__28,21__0__715__NBM__201__3__201__3
1001,PARA1,2,0,250__0__147__UZM__41__4__41__4,KPL__1__6343__RAIL__Rail_MTuWThF-XHol
PETO2,9001,2,0,HVL__0__2640__RAIL__Rail_MTuWThF-XHol,154__0__117__TZM__602__2__602__2
2003,PORI1,2,0,226__0__409__TZM__308__1__308__1,KPL__1__6417__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,130__1__102__TZM__415__2__415__2,HVL__1__2609__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,150__1__120__TZM__428__428,MEL__1__5619__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,262__1__720__UZM__115__5__115__5,KPL__1__6457__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,262__1__420__UZM__705__705,KPL__1__6457__RAIL__Rail_SaSu+Hol
PORI2,2003,2,0,KPL__0__6230__RAIL__Rail_MTuWThF-XHol,220__1__118__TZM__320__320
8140,WATE1,2,0,170__0__125__TZM__606__606,HVL__1__2623__RAIL__Rail_MTuWThF-XHol
7026,7224,2,240,12__1__720__NBM__29__29,2__0__829__NBM__12__12
6055,6017,2,240,1__1__438__TZM__113__1__113__1,23__0__411__TZM__108__1__108__1
PETO2,9001,2,0,HVL__0__4620__RAIL__Rail_MTuWThF-XHol,150__0__143__TZM__428__428
PETO2,9001,2,0,MEL__0__5634__RAIL__Rail_MTuWThF-XHol,150__0__143__TZM__428__428
3081,3081,2,120,19__0__189__TZM__233__233,1__1__146__TZM__205__2__205__2
2003,PORI1,2,0,220__1__100__TZM__302__2__302__2,KPL__1__7201__RAIL__Rail_MTuWThF-XHol
PORI2,2001,2,0,KPL__0__6432__RAIL__Rail_SaSu+Hol,220__0__421__TZM__308__1__308__1
3081,3081,2,120,19__0__721__TZM__217__217,1__1__746__TZM__204__204
1501,WAIK,2,240,290__0__129__UZM__58__1__58__1,KPL__1__6341__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__200__TZM__303__2__303__2,KPL__1__6351__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__207__TZM__304__2__304__2,KPL__1__6351__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__207__TZM__304__3__304__3,KPL__1__6351__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,150__1__432__TZM__405__1__405__1,HVL__1__3847__RAIL__Rail_SaSu+Hol
2002,PORI2,2,0,60__0__703__MNM__1021__1021,KPL__0__6424__RAIL__Rail_SaSu+Hol
2002,PORI2,2,0,60__0__407__MNM__2111__2111,KPL__0__6424__RAIL__Rail_SaSu+Hol
TAIT2,9251,2,0,HVL__0__3664__RAIL__Rail_MTuWThF-XHol,120__0__101__TZM__408__2__408__2
2002,PORI1,2,0,230__1__128__TZM__309__2__309__2,KPL__1__6319__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__128__TZM__309__3__309__3,KPL__1__6319__RAIL__Rail_MTuWThF-XHol
3000,3000,2,120,1__0__721__TZM__211__211,60__0__707__MNM__1021__1021
PARA2,1001,2,240,KPL__0__6440__RAIL__Rail_SaSu+Hol,262__0__715__UZM__106__2__106__2
PORI1,2002,2,0,KPL__1__7203__RAIL__Rail_MTuWThF-XHol,60e__1__100__MNM__3211__3211
PETO2,9001,2,0,HVL__0__3860__RAIL__Rail_SaSu+Hol,154__0__423__TZM__417__417
PARA2,1001,2,240,KPL__0__6412__RAIL__Rail_Sa,262__0__401__UZM__710__710
PORI1,2002,2,0,KPL__1__6303__RAIL__Rail_MTuWThF-XHol,60__1__130__MNM__3202__3202
PORI1,2002,2,0,KPL__1__6219__RAIL__Rail_MTuWThF-XHol,60__1__106__MNM__3041__3041
5915,5915,2,0,21__0__711__NBM__23__23,22__0__711__NBM__19__19
2600,PARE,2,240,236__1__104__TZM__307__2__307__2,KPL__1__6207__RAIL__Rail_MTuWThF-XHol
2600,PARE,2,240,236__1__104__TZM__307__3__307__3,KPL__1__6207__RAIL__Rail_MTuWThF-XHol
1147,1148,2,240,260__1__130__UZM__38__5__38__5,262__1__132__UZM__20__4__20__4
1501,WAIK,2,240,281__0__719__UZM__104__3__104__3,KPL__1__6453__RAIL__Rail_SaSu+Hol
1501,WAIK,2,240,281__0__419__UZM__719__719,KPL__1__6453__RAIL__Rail_SaSu+Hol
PETO2,9001,2,0,HVL__0__3826__RAIL__Rail_SaSu+Hol,154__0__407__TZM__412__412
2002,PORI2,2,0,60__0__705__MNM__1021__1021,KPL__0__6428__RAIL__Rail_SaSu+Hol
2002,PORI2,2,0,60__0__411__MNM__2111__2111,KPL__0__6428__RAIL__Rail_SaSu+Hol
UPPE,8579,2,240,HVL__0__3842__RAIL__Rail_SaSu+Hol,110__0__723__TZM__503__503
2001,PORI1,2,0,226__0__149__TZM__310__2__310__2,KPL__1__6335__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,226__0__149__TZM__310__3__310__3,KPL__1__6335__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,226__0__149__TZM__310__4__310__4,KPL__1__6335__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,226__0__149__TZM__310__5__310__5,KPL__1__6335__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,226__0__149__TZM__310__6__310__6,KPL__1__6335__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,226__0__423__TZM__302__1__302__1,KPL__1__6431__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,261__1__146__UZM__20__4__20__4,KPL__1__6343__RAIL__Rail_MTuWThF-XHol
PORI1,2002,2,0,KPL__1__6321__RAIL__Rail_MTuWThF-XHol,60__1__148__MNM__3012__3012
WATE2,9165,2,0,HVL__0__3832__RAIL__Rail_SaSu+Hol,130__0__715__TZM__503__503
1501,WAIK,2,240,280__0__103__UZM__3__4__3__4,KPL__1__6209__RAIL__Rail_MTuWThF-XHol
1501,WAIK,2,240,280__0__103__UZM__3__5__3__5,KPL__1__6209__RAIL__Rail_MTuWThF-XHol
PORI2,2001,2,0,KPL__0__6236__RAIL__Rail_MTuWThF-XHol,220__0__135__TZM__305__2__305__2
1001,PARA1,2,0,262__1__708__UZM__117__4__117__4,KPL__1__6433__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,262__1__408__UZM__707__707,KPL__1__6433__RAIL__Rail_SaSu+Hol
TAIT2,9251,2,0,HVL__0__3830__RAIL__Rail_SaSu+Hol,120__0__711__TZM__403__403
WAIK,1501,2,240,KPL__0__6324__RAIL__Rail_MTuWThF-XHol,280__0__137__UZM__6__4__6__4
3081,3081,2,120,19__0__157__TZM__136__136,1__1__198__TZM__108__2__108__2
PORI1,2002,2,0,KPL__1__6453__RAIL__Rail_SaSu+Hol,60__1__446__MNM__2042__2042
PETO2,9001,2,0,HVL__0__3850__RAIL__Rail_SaSu+Hol,150__0__717__TZM__401__401
WATE2,9140,2,0,HVL__0__3836__RAIL__Rail_SaSu+Hol,160__0__711__TZM__603__603
1001,PARA1,2,0,262__1__104__UZM__13__4__13__4,KPL__1__6213__RAIL__Rail_MTuWThF-XHol
2600,PARE,2,240,236__1__136__TZM__322__322,KPL__1__6343__RAIL__Rail_MTuWThF-XHol
2600,PARE,2,240,236__1__136__TZM__322__2__322__2,KPL__1__6343__RAIL__Rail_MTuWThF-XHol
2600,PARE,2,240,236__1__136__TZM__322__3__322__3,KPL__1__6343__RAIL__Rail_MTuWThF-XHol
2600,PARE,2,240,236__1__136__TZM__322__4__322__4,KPL__1__6343__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,226__0__141__TZM__315__315,KPL__1__6323__RAIL__Rail_MTuWThF-XHol
6224,6224,2,240,2__1__166__NBM__37__3__37__3,12__0__119__NBM__30__3__30__3
6224,6224,2,240,2__1__164__NBM__46__2__46__2,12__0__119__NBM__30__3__30__3
7730,7730,2,120,27__0__417__TZM__107__1__107__1,7__1__466__TZM__110__1__110__1
WATE2,9165,2,0,HVL__0__2624__RAIL__Rail_MTuWThF-XHol,150__0__111__TZM__406__2__406__2
PARA2,1000,2,0,KPL__0__6236__RAIL__Rail_MTuWThF-XHol,250__0__121__UZM__4__5__4__5
PARA2,1000,2,0,KPL__0__6236__RAIL__Rail_MTuWThF-XHol,250__0__121__UZM__4__6__4__6
8140,WATE1,2,0,160__1__404__TZM__605__605,HVL__1__3813__RAIL__Rail_Sa
WOOD,4500,2,0,WRL__0__1606__RAIL__Rail_MTuWThF-XHol,204__0__105__TZM__801__801
6733,6730,2,120,7__0__183__TZM__109__3__109__3,27__1__126__TZM__233__233
6733,6730,2,120,7__0__175__TZM__126__126,27__1__124__TZM__223__223
7700,7720,2,30,7__1__492__TZM__221__221,29__1__428__TZM__218__1__218__1
6720,7720,2,120,7__0__491__TZM__110__1__110__1,29__1__428__TZM__218__1__218__1
WATE2,9165,2,0,HVL__0__3844__RAIL__Rail_SaSu+Hol,130__0__727__TZM__501__501
WAIK,1501,2,240,KPL__0__6450__RAIL__Rail_SaSu+Hol,281__0__419__UZM__719__719
3000,3000,2,120,1__0__267__TZM__207__2__207__2,19__0__173__TZM__217__2__217__2
4915,4915,2,0,22__1__222__NBM__14__3__14__3,21__1__216__NBM__11__3__11__3
6055,6017,2,240,1__1__238__TZM__220__1__220__1,23__0__133__TZM__112__5__112__5
5915,5915,2,0,22__0__413__NBM__31__2__31__2,21__0__413__NBM__29__1__29__1
WAIK,1501,2,240,KPL__0__6242__RAIL__Rail_MTuWThF-XHol,280__0__129__UZM__40__4__40__4
9150,MELL,2,240,145__1__102__TZM__407__2__407__2,MEL__1__5601__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__142__TZM__324__324,KPL__1__6337__RAIL__Rail_MTuWThF-XHol
WAIK,1501,2,240,KPL__0__6438__RAIL__Rail_SaSu+Hol,281__0__413__UZM__702__1__702__1
2001,PORI1,2,0,220__0__101__TZM__301__2__301__2,KPL__1__6205__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__101__TZM__301__3__301__3,KPL__1__6205__RAIL__Rail_MTuWThF-XHol
PARA2,1001,2,240,KPL__0__6244__RAIL__Rail_MTuWThF-XHol,261__0__119__UZM__4__5__4__5
PARA2,1001,2,240,KPL__0__6244__RAIL__Rail_MTuWThF-XHol,261__0__119__UZM__4__6__4__6
6733,6730,2,120,7__0__721__TZM__206__206,27__1__710__TZM__208__208
9001,PETO1,2,0,150__1__710__TZM__406__406,HVL__1__3835__RAIL__Rail_SaSu+Hol
9001,PETO1,2,0,150__1__418__TZM__413__413,HVL__1__3835__RAIL__Rail_SaSu+Hol
9001,PETO1,2,0,154__0__111__TZM__405__2__405__2,MEL__1__5613__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__421__TZM__308__1__308__1,KPL__1__6427__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__713__TZM__304__304,KPL__1__6427__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,220__1__712__TZM__306__306,KPL__1__6427__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,220__1__420__TZM__309__1__309__1,KPL__1__6427__RAIL__Rail_SaSu+Hol
PORI1,2002,2,0,KPL__1__6227__RAIL__Rail_MTuWThF-XHol,60__1__114__MNM__3031__3031
8251,TAIT1,2,0,120__1__474__TZM__416__416,HVL__1__3855__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,130__1__714__TZM__405__405,HVL__1__3827__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,130__1__426__TZM__411__411,HVL__1__3827__RAIL__Rail_SaSu+Hol
UPPE,8579,2,240,HVL__0__3866__RAIL__Rail_SaSu+Hol,110__0__749__TZM__506__506
4915,4915,2,0,21__1__448__NBM__205__4__205__4,22__1__448__NBM__13__2__13__2
6720,7720,2,120,7__0__121__TZM__138__138,29__1__110__TZM__121__121
7700,7720,2,30,7__1__128__TZM__131__131,29__1__110__TZM__121__121
WATE2,9140,2,0,HVL__0__3858__RAIL__Rail_SaSu+Hol,160__0__447__TZM__603__1__603__1
7720,7700,2,60,29__0__135__TZM__106__3__106__3,7__1__224__TZM__221__1__221__1
WATE2,9165,2,0,HVL__0__2622__RAIL__Rail_MTuWThF-XHol,150__0__109__TZM__602__2__602__2
8580,UPPE,2,240,110__1__408__TZM__508__508,HVL__1__3817__RAIL__Rail_SaSu+Hol
8580,UPPE,2,240,110__1__704__TZM__503__503,HVL__1__3817__RAIL__Rail_SaSu+Hol
3081,3081,2,120,60__1__710__MNM__1061__1061,1__1__740__TZM__210__210
WATE2,9140,2,0,HVL__0__2622__RAIL__Rail_MTuWThF-XHol,160__0__111__TZM__608__608
8165,WATE1,2,0,150__1__152__TZM__428__428,HVL__1__3637__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,226__0__445__TZM__310__1__310__1,KPL__1__6451__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,170__0__427__TZM__603__1__603__1,HVL__1__3835__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,170__0__711__TZM__602__602,HVL__1__3835__RAIL__Rail_SaSu+Hol
8580,UPPE,2,240,111__0__439__TZM__505__1__505__1,HVL__1__3847__RAIL__Rail_SaSu+Hol
9150,MELL,2,240,145__1__120__TZM__418__1__418__1,MEL__1__5607__RAIL__Rail_MTuWThF-XHol
PORI2,2001,2,0,KPL__0__6210__RAIL__Rail_MTuWThF-XHol,226__0__101__TZM__304__2__304__2
PORI2,2001,2,0,KPL__0__6210__RAIL__Rail_MTuWThF-XHol,226__0__101__TZM__304__3__304__3
8251,TAIT1,2,0,120__1__410__TZM__408__1__408__1,HVL__1__3819__RAIL__Rail_SaSu+Hol
6733,6730,2,120,7__0__103__TZM__114__2__114__2,27__1__102__TZM__133__133
1501,WAIK,2,240,290__0__115__UZM__52__1__52__1,KPL__1__6225__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,130__1__132__TZM__430__430,HVL__1__2631__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,226__0__413__TZM__301__1__301__1,KPL__1__6419__RAIL__Rail_SaSu+Hol
4915,4915,2,0,22__1__450__NBM__13__2__13__2,21__1__450__NBM__200__1__200__1
7700,7720,2,30,7__1__172__TZM__139__139,29__1__122__TZM__116__1__116__1
6720,7720,2,120,7__0__167__TZM__104__2__104__2,29__1__122__TZM__116__1__116__1
UPPE,8579,2,240,HVL__0__2642__RAIL__Rail_MTuWThF-XHol,111__0__127__TZM__507__1__507__1
4915,4915,2,0,21__1__412__NBM__29__1__29__1,22__1__412__NBM__31__2__31__2
2002,PORI2,2,0,60__0__431__MNM__2052__2052,KPL__0__6448__RAIL__Rail_SaSu+Hol
2002,PORI2,2,0,60__0__715__MNM__1051__1051,KPL__0__6448__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,236__1__118__TZM__308__2__308__2,KPL__1__6229__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,236__1__118__TZM__308__3__308__3,KPL__1__6229__RAIL__Rail_MTuWThF-XHol
PORI1,2002,2,0,KPL__1__6305__RAIL__Rail_MTuWThF-XHol,60__1__132__MNM__3122__3122
PORI2,2003,2,0,KPL__0__6322__RAIL__Rail_MTuWThF-XHol,226__0__135__TZM__320__320
2001,PORI1,2,0,220__0__125__TZM__311__1__311__1,KPL__1__6223__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__125__TZM__311__2__311__2,KPL__1__6223__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__118__TZM__320__320,KPL__1__6223__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,150__1__130__TZM__404__2__404__2,HVL__1__3605__RAIL__Rail_MTuWThF-XHol
8297,TAIT1,2,0,121__1__122__TZM__424__424,HVL__1__3607__RAIL__Rail_MTuWThF-XHol
WATE2,9165,2,0,HVL__0__2632__RAIL__Rail_MTuWThF-XHol,150__0__117__TZM__416__1__416__1
1001,PARA1,2,0,260__1__138__UZM__2__4__2__4,KPL__1__6333__RAIL__Rail_MTuWThF-XHol
3000,3000,2,120,1__0__731__TZM__218__218,19__0__717__TZM__217__217
UPPE,8580,2,240,HVL__0__3608__RAIL__Rail_MTuWThF-XHol,113__0__101__TZM__510__1__510__1
PORI2,2002,2,0,KPL__0__6452__RAIL__Rail_SaSu+Hol,230__0__421__TZM__308__1__308__1
3081,3081,2,120,60__1__144__MNM__3221__3221,1__1__228__TZM__105__2__105__2
3000,3000,2,120,1__0__169__TZM__131__131,19__0__155__TZM__136__136
PORI2,2001,2,0,KPL__0__6230__RAIL__Rail_MTuWThF-XHol,210__0__113__TZM__311__1__311__1
PORI2,2001,2,0,KPL__0__6230__RAIL__Rail_MTuWThF-XHol,210__0__113__TZM__311__2__311__2
7026,7224,2,240,12__1__434__NBM__42__2__42__2,2__0__509__NBM__25__1__25__1
1501,WAIK,2,240,290__0__121__UZM__53__1__53__1,KPL__1__6325__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,150__1__148__TZM__601__2__601__2,HVL__1__3633__RAIL__Rail_MTuWThF-XHol
WATE2,9140,2,0,HVL__0__3648__RAIL__Rail_MTuWThF-XHol,160__0__173__TZM__402__2__402__2
PORI2,2003,2,0,KPL__0__6420__RAIL__Rail_SaSu+Hol,226__0__407__TZM__305__1__305__1
9150,MELL,2,240,145__1__118__TZM__435__435,MEL__1__5627__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,154__0__407__TZM__412__412,HVL__1__3825__RAIL__Rail_SaSu+Hol
5915,5915,2,0,21__0__705__NBM__31__31,22__0__705__NBM__20__20
8165,WATE1,2,0,130__1__480__TZM__413__413,HVL__1__3861__RAIL__Rail_Sa
5915,5915,2,0,21__0__713__NBM__1__1__1__1,22__0__713__NBM__21__21
PORI2,2002,2,0,KPL__0__6424__RAIL__Rail_SaSu+Hol,236__0__403__TZM__302__1__302__1
PARA2,1001,2,240,KPL__0__6446__RAIL__Rail_SaSu+Hol,261__0__717__UZM__113__5__113__5
WATE2,9165,2,0,HVL__0__3868__RAIL__Rail_SaSu+Hol,130__0__487__TZM__509__509
3081,3081,2,120,19__0__449__TZM__111__2__111__2,1__1__508__TZM__211__1__211__1
2001,PORI1,2,0,220__0__401__TZM__304__1__304__1,KPL__1__6409__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,220__1__400__TZM__303__1__303__1,KPL__1__6409__RAIL__Rail_SaSu+Hol
PORI2,2003,2,0,KPL__0__6422__RAIL__Rail_SaSu+Hol,220__1__410__TZM__308__1__308__1
9525,TREN1,2,0,114__0__129__TZM__509__1__509__1,HVL__1__3641__RAIL__Rail_MTuWThF-XHol
1501,WAIK,2,240,290__0__709__UZM__151__2__151__2,KPL__1__6451__RAIL__Rail_SaSu+Hol
1501,WAIK,2,240,290__0__409__UZM__751__1__751__1,KPL__1__6451__RAIL__Rail_SaSu+Hol
5915,5915,2,0,22__0__221__NBM__203__5__203__5,21__0__219__NBM__200__2__200__2
PETO2,9001,2,0,MEL__0__5614__RAIL__Rail_MTuWThF-XHol,154__0__113__TZM__405__2__405__2
PETO2,9001,2,0,HVL__0__2628__RAIL__Rail_MTuWThF-XHol,154__0__113__TZM__405__2__405__2
WATE2,9140,2,0,HVL__0__3636__RAIL__Rail_MTuWThF-XHol,160__0__155__TZM__606__606
WATE2,9140,2,0,HVL__0__4622__RAIL__Rail_MTuWThF-XHol,160__0__155__TZM__606__606
5915,5915,2,0,22__0__707__NBM__19__19,21__0__707__NBM__201__3__201__3
6224,6224,2,240,2__1__276__NBM__34__3__34__3,12__0__153__NBM__50__2__50__2
PORI2,2001,2,0,KPL__0__6308__RAIL__Rail_MTuWThF-XHol,220__0__151__TZM__314__314
2002,PORI1,2,0,230__1__404__TZM__301__1__301__1,KPL__1__6415__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,230__1__700__TZM__301__301,KPL__1__6415__RAIL__Rail_SaSu+Hol
WATE2,9165,2,0,HVL__0__3852__RAIL__Rail_SaSu+Hol,130__0__735__TZM__402__402
2003,PORI1,2,0,226__0__427__TZM__304__1__304__1,KPL__1__6435__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__455__TZM__303__1__303__1,KPL__1__6461__RAIL__Rail_Sa
MELL,9150,2,240,MEL__0__5620__RAIL__Rail_MTuWThF-XHol,145__0__107__TZM__402__2__402__2
9001,PETO1,2,0,150__1__146__TZM__436__436,HVL__1__4621__RAIL__Rail_MTuWThF-XHol
6055,6017,2,240,1__1__726__TZM__110__110,23__0__707__TZM__108__108
9416,SILV,2,240,115__0__105__TZM__514__514,HVL__1__2615__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,160__1__100__TZM__601__2__601__2,HVL__1__4601__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,160__1__454__TZM__409__1__409__1,HVL__1__3863__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,160__1__726__TZM__402__402,HVL__1__3863__RAIL__Rail_SaSu+Hol
PORI2,2001,2,0,KPL__0__6416__RAIL__Rail_SaSu+Hol,226__0__405__TZM__308__1__308__1
9150,MELL,2,240,145__1__110__TZM__417__1__417__1,MEL__1__5619__RAIL__Rail_MTuWThF-XHol
PORI2,2001,2,0,KPL__0__6360__RAIL__Rail_MTuWThF-XHol,220__0__211__TZM__303__2__303__2
8140,WATE1,2,0,170__0__155__TZM__422__422,HVL__1__3625__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,170__0__435__TZM__602__1__602__1,HVL__1__3843__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,170__0__715__TZM__602__602,HVL__1__3843__RAIL__Rail_SaSu+Hol
FEAT,1810,2,0,WRL__0__1614__RAIL__Rail_SaSu+Hol-Xmas_(WRL),200__1__402__TZM__1002__1__1002__1
7026,7224,2,240,12__1__452__NBM__42__2__42__2,2__0__545__NBM__31__2__31__2
PARA2,1000,2,0,KPL__0__6438__RAIL__Rail_SaSu+Hol,260__0__415__UZM__704__704
9150,MELL,2,240,145__1__116__TZM__402__2__402__2,MEL__1__5625__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,112__1__102__TZM__505__2__505__2,HVL__1__2611__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__150__TZM__321__321,KPL__1__6307__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__150__TZM__321__1__321__1,KPL__1__6307__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__157__TZM__319__319,KPL__1__6307__RAIL__Rail_MTuWThF-XHol
3081,3081,2,120,19__0__169__TZM__228__228,1__1__266__TZM__205__2__205__2
4915,4915,2,0,22__1__702__NBM__10__10,21__1__702__NBM__15__15
7720,7700,2,60,29__0__137__TZM__115__2__115__2,7__1__228__TZM__221__1__221__1
2002,PORI1,2,0,236__1__404__TZM__302__1__302__1,KPL__1__6419__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,236__1__702__TZM__302__302,KPL__1__6419__RAIL__Rail_SaSu+Hol
6733,6730,2,120,7__0__223__TZM__124__124,27__1__136__TZM__125__125
1001,PARA1,2,0,250__0__411__UZM__707__707,KPL__1__6435__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,250__0__711__UZM__117__4__117__4,KPL__1__6435__RAIL__Rail_SaSu+Hol
3000,3000,2,120,1__0__143__TZM__117__1__117__1,60__0__119__MNM__3202__3202
8165,WATE1,2,0,150__1__434__TZM__418__418,HVL__1__3849__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,150__1__718__TZM__406__406,HVL__1__3849__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,170__0__101__TZM__602__2__602__2,HVL__1__2605__RAIL__Rail_MTuWThF-XHol
8297,TAIT1,2,0,121__1__106__TZM__411__1__411__1,HVL__1__4605__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,226__0__405__TZM__308__1__308__1,KPL__1__6411__RAIL__Rail_SaSu+Hol
